timestamp,position_x,position_y
7.3000102,-18.66667,221.3333
7.3950104,-18.0,220.3333
7.500010499999999,-19.66667,221.6667
7.6050107,-19.66667,219.3333
7.700010799999999,-19.66667,220.3333
7.795010899999999,-20.33333,219.0
7.900011099999999,-21.33333,220.0
7.9950112,-21.0,220.6667
8.1000113,-20.0,222.6667
8.1950115,-21.33333,222.3333
8.3150116,-21.0,223.3333
8.4000118,-22.66667,222.3333
8.5100119,-22.0,224.3333
8.595011999999999,-22.66667,223.3333
8.700012199999998,-22.66667,224.6667
8.795012300000002,-25.33333,225.3333
8.9100125,-26.66667,223.3333
9.0000126,-28.33333,220.6667
9.1050128,-29.33333,220.3333
9.2000129,-29.66667,219.0
9.320013099999999,-30.66667,216.0
9.3950132,-29.66667,216.3333
9.5000133,-30.66667,215.0
9.595013400000001,-29.66667,216.0
9.7000136,-30.33333,215.0
9.795013699999998,-29.0,216.3333
9.900013900000001,-28.66667,216.0
10.015014,-29.66667,214.0
10.100014100000001,-27.33333,215.3333
10.1950143,-28.0,216.6667
10.3000144,-27.0,216.6667
10.3950146,-27.0,216.6667
10.5050147,-26.33333,218.3333
10.610014900000001,-26.0,219.6667
10.720015,-26.0,218.6667
10.7950151,-26.33333,220.6667
10.9000153,-26.0,221.3333
11.005015400000001,-26.33333,222.3333
11.1000155,-26.33333,221.6667
11.195015699999999,-25.66667,222.3333
11.3000158,-27.0,223.3333
11.395016,-26.33333,223.0
11.5000161,-26.66667,223.6667
11.5950162,-26.66667,222.6667
11.7150164,-27.66667,223.3333
11.8000165,-28.33333,223.0
11.9050167,-28.0,222.6667
12.000016800000001,-29.66667,222.3333
12.105017,-29.0,221.6667
12.205017100000001,-29.66667,222.3333
12.3150172,-30.0,222.3333
12.4050174,-31.66667,221.3333
12.5000175,-31.0,222.3333
12.6050177,-31.33333,221.6667
12.710017800000001,-30.33333,223.0
12.7950179,-30.66667,223.0
12.9000181,-31.0,222.0
12.995018199999999,-30.33333,224.3333
13.1050184,-30.33333,224.3333
13.2000185,-31.0,222.0
13.305018599999999,-31.0,220.6667
13.4300188,-30.66667,223.0
13.505018900000001,-30.66667,221.3333
13.6050191,-31.0,221.0
13.700019199999998,-30.33333,223.0
13.7950193,-30.0,221.3333
13.9000195,-31.0,221.0
14.0200196,-31.33333,219.6667
14.1100198,-31.0,219.6667
14.2050199,-30.66667,219.0
14.300020000000002,-31.33333,218.6667
14.415020199999999,-32.0,219.6667
14.500020300000001,-32.66667,218.6667
14.605020499999998,-32.0,219.0
14.7000206,-32.0,220.0
14.8050207,-31.66667,219.3333
14.910020900000001,-32.33333,220.0
15.005021,-31.66667,219.3333
15.1200212,-30.66667,218.0
15.205021300000002,-30.33333,218.0
15.3000214,-30.0,218.3333
15.410021599999999,-27.0,218.6667
15.5050217,-26.33333,216.3333
15.600021799999999,-23.0,214.6667
15.725022000000001,-20.33333,211.6667
15.8100221,-19.33333,209.3333
15.9050223,-18.0,209.0
16.000022400000002,-18.0,209.0
16.1250226,-12.0,204.0
16.200022699999998,-7.6666669999999995,203.0
16.3050228,-6.6666669999999995,204.0
16.400023,-7.6666669999999995,203.3333
16.5050231,-9.666667,200.0
16.6050233,-11.33333,195.6667
16.7000234,-15.0,193.6667
16.8250236,-15.0,193.6667
16.9100237,-15.0,193.6667
17.0050238,-17.33333,189.6667
17.100023899999997,-20.66667,188.6667
17.2050241,-20.66667,188.6667
17.3000242,-20.66667,188.6667
17.4200244,-20.66667,188.6667
17.5100245,-20.66667,188.6667
17.6050247,-37.66667,210.6667
17.710024800000003,-37.33333,209.6667
17.815024899999997,-37.33333,208.3333
17.910025100000002,-38.0,207.3333
18.0050252,-38.33333,206.3333
18.110025399999998,-39.0,205.6667
18.2050255,-40.0,206.3333
18.310025600000003,-41.0,205.6667
18.4050258,-42.0,205.0
18.5250259,-42.0,202.6667
18.600026,-42.0,202.6667
18.711026800000003,-42.0,202.6667
18.806026899999996,-42.0,202.6667
18.911027100000002,-42.0,202.6667
19.0060272,-42.0,202.6667
19.1210274,-42.0,202.6667
19.2060275,-42.0,202.6667
19.3160277,-42.0,202.6667
19.4010278,-54.666669999999996,186.0
19.516027899999997,-54.333330000000004,186.3333
19.6010281,-54.333330000000004,186.3333
19.706028200000002,-54.333330000000004,186.3333
19.8010283,-54.333330000000004,186.3333
19.9060285,-54.333330000000004,191.3333
20.0010286,-54.333330000000004,191.3333
20.1110288,-54.333330000000004,191.3333
20.2310289,-52.33333,195.0
20.306029000000002,-53.666669999999996,197.3333
20.4010292,-53.666669999999996,197.3333
20.5060293,-53.666669999999996,197.3333
20.601029500000003,-51.33333,198.0
20.7060296,-50.33333,197.3333
20.816029800000003,-49.0,197.0
20.9160299,-48.33333,197.0
21.00103,-51.0,196.6667
21.1060302,-51.0,195.6667
21.2110303,-52.33333,196.0
21.311030499999998,-52.666669999999996,195.0
21.4060306,-53.0,194.3333
21.5110307,-54.666669999999996,194.0
21.606030899999997,-54.333330000000004,194.6667
21.711031,-54.333330000000004,194.6667
21.806031100000002,-53.666669999999996,194.6667
21.9260313,-54.333330000000004,194.6667
22.0010314,-53.333330000000004,194.3333
22.116031600000003,-54.666669999999996,194.3333
22.201031699999998,-52.666669999999996,193.6667
22.3060318,-54.0,193.3333
22.406032,-54.666669999999996,193.3333
22.5260322,-55.666669999999996,192.3333
22.6060323,-56.666669999999996,192.0
22.7110324,-55.0,192.3333
22.8060325,-57.333330000000004,194.3333
22.9260327,-57.666669999999996,194.3333
23.0010328,-58.0,194.0
23.106033,-55.666669999999996,192.3333
23.2010331,-54.333330000000004,192.3333
23.306033199999998,-55.333330000000004,192.0
23.401033399999996,-55.0,192.3333
23.5160335,-54.666669999999996,192.6667
23.6410337,-56.333330000000004,191.6667
23.711033800000003,-56.666669999999996,191.6667
23.811034,-57.333330000000004,191.6667
23.906034100000003,-57.0,192.0
24.0010342,-56.0,192.3333
24.1060344,-55.666669999999996,192.0
24.221034500000002,-54.0,192.0
24.311034699999997,-53.666669999999996,191.6667
24.4060348,-53.333330000000004,191.6667
24.5110349,-53.0,191.3333
24.617035100000003,-53.333330000000004,191.3333
24.7120353,-54.333330000000004,192.0
24.8070354,-54.666669999999996,192.3333
24.912035600000003,-56.666669999999996,193.3333
25.0070357,-56.333330000000004,193.0
25.1120358,-57.0,194.3333
25.212035999999998,-57.333330000000004,194.3333
25.3420362,-58.0,194.0
25.4070362,-58.0,194.3333
25.512036399999996,-58.0,194.3333
25.6070365,-58.333330000000004,194.0
25.7170367,-57.666669999999996,195.6667
25.8120368,-57.333330000000004,194.3333
25.922037,-57.0,195.0
26.0120371,-56.333330000000004,194.6667
26.1120372,-56.333330000000004,195.0
26.207037399999997,-56.333330000000004,194.6667
26.3220375,-56.333330000000004,194.6667
26.4070376,-56.666669999999996,195.3333
26.5120378,-56.333330000000004,195.0
26.7070381,-57.666669999999996,195.6667
26.925039399999996,-57.0,195.3333
27.1100396,-57.0,196.0
27.3300399,-56.666669999999996,196.0
27.5350402,-56.333330000000004,196.0
27.7300405,-55.666669999999996,195.3333
27.9150408,-56.333330000000004,196.6667
28.115040999999998,-55.666669999999996,196.3333
28.3300413,-55.666669999999996,196.3333
28.520041600000003,-54.333330000000004,195.6667
28.7300419,-57.0,195.0
28.9200422,-56.333330000000004,194.6667
29.1150424,-56.333330000000004,194.3333
29.335042699999995,-56.333330000000004,194.6667
29.525043,-57.333330000000004,194.3333
29.7150433,-57.333330000000004,194.3333
29.9400436,-56.666669999999996,194.3333
30.115043800000002,-57.666669999999996,195.6667
30.3300441,-57.333330000000004,194.3333
30.515044399999997,-56.333330000000004,194.6667
30.7200447,-56.333330000000004,195.0
30.920045000000002,-57.333330000000004,195.0
31.1200452,-57.0,195.3333
31.3150455,-57.0,196.0
31.5150458,-54.666669999999996,196.3333
31.7200461,-55.0,195.6667
31.915046399999998,-55.0,196.0
32.1250467,-55.666669999999996,195.6667
32.345046999999994,-56.333330000000004,197.0
32.5250472,-55.666669999999996,197.3333
32.725047499999995,-54.333330000000004,198.0
32.9200478,-52.0,198.6667
33.135048100000006,-45.0,202.0
33.3250483,-34.66667,206.6667
33.5300486,-20.33333,208.6667
33.7450489,-4.0,204.6667
33.930049200000006,8.0,201.3333
34.1200494,25.66667,195.0
34.340049799999996,45.33333,184.6667
34.52505,69.0,176.3333
34.745050299999996,92.0,164.3333
34.9450506,117.3333,153.0
35.120050799999994,138.0,133.0
35.3350511,157.6667,108.0
35.525051399999995,169.0,83.0
35.73505170000001,179.0,61.333330000000004
35.940052,185.3333,42.33333
36.11505220000001,188.6667,22.66667
36.325052500000005,188.0,7.0
36.5300528,199.0,-12.0
36.7150531,210.0,-30.33333
36.9200534,208.0,-46.0
37.1300537,204.0,-55.0
37.350054,194.3333,-68.33334
37.5500542,186.3333,-78.66666
37.7150545,179.6667,-85.66666
37.9400548,175.3333,-94.66666
38.13005510000001,171.0,-106.3333
38.32005529999999,168.3333,-118.6667
38.520055600000006,168.0,-134.0
38.7200559,171.0,-147.6667
38.935056200000005,171.0,-147.6667
39.1250565,171.0,-147.6667
39.3500568,154.0,-161.3333
39.535057,142.3333,-169.3333
39.7210573,132.6667,-177.6667
39.9310576,124.0,-183.3333
40.1210579,113.0,-184.3333
40.351058200000004,99.0,-188.0
40.526058500000005,87.66666,-190.0
40.7260588,74.66666,-190.0
40.941059100000004,62.333330000000004,-187.0
41.1310593,51.33333,-185.3333
41.3410596,37.0,-189.0
41.5210599,23.33333,-197.3333
41.7160601,7.0,-203.6667
41.9360604,7.0,-203.6667
42.1310607,7.0,-203.6667
42.341060999999996,-28.33333,-205.6667
42.53606129999999,-35.0,-199.3333
42.731061600000004,-48.0,-191.3333
42.9410619,-56.666669999999996,-180.6667
43.1210621,-65.0,-169.0
43.3160624,-72.33334,-168.3333
43.526062700000004,-82.0,-165.3333
43.731063,-92.66666,-161.0
43.93606320000001,-106.3333,-156.6667
44.1310635,-121.3333,-153.6667
44.3210638,-136.0,-148.0
44.5310641,-147.3333,-136.6667
44.7360644,-154.0,-122.0
44.9310646,-155.3333,-105.0
45.1310649,-156.0,-88.66666
45.3510652,-157.0,-73.0
45.531065500000004,-163.6667,-61.0
45.7260658,-171.3333,-47.33333
45.951066100000006,-181.0,-33.0
46.14106629999999,-196.6667,-19.0
46.3760667,-209.0,-4.3333330000000005
46.5560669,-212.3333,6.6666669999999995
46.721067100000006,-211.0,17.0
46.9160674,-205.0,26.0
47.1260677,-196.6667,36.33333
47.351068,-182.6667,43.0
47.561068299999995,-173.0,49.66667
47.7410686,-167.0,57.333330000000004
47.9560689,-166.6667,70.66666
48.1210691,-166.0,89.33334
48.33606939999999,-167.0,108.3333
48.536069700000006,-159.6667,125.6667
48.73607,-155.3333,137.0
48.9510703,-143.6667,148.6667
49.1360705,-128.3333,152.6667
49.3210708,-115.6667,157.0
49.556071100000004,-106.6667,162.6667
49.741071399999996,-98.33334,172.6667
49.9710717,-88.33334,185.6667
50.146071899999995,-75.33334,202.0
50.3310722,-67.33334,212.0
50.536072499999996,-58.0,223.3333
50.7260728,-49.33333,225.0
50.926072999999995,-44.33333,223.6667
51.15107329999999,-38.33333,221.0
51.3310736,-32.0,220.3333
51.551075,-28.66667,220.3333
51.7260753,-27.33333,221.3333
51.9460756,-25.0,220.3333
52.036075700000005,-24.66667,220.3333
52.1360758,-25.66667,220.3333
52.221076000000004,-26.33333,220.3333
52.3360761,-25.66667,220.3333
52.4210762,-25.0,220.3333
52.531076399999996,-24.0,220.3333
52.6360765,-23.0,220.0
52.7510767,-22.33333,220.0
52.826076799999996,-22.33333,219.0
52.9260769,-21.0,219.0
53.02607710000001,-21.0,218.3333
53.1360772,-22.0,219.0
53.226077399999994,-21.0,218.3333
53.326077500000004,-22.0,219.0
53.421077600000004,-20.66667,219.0
53.5410778,-20.33333,219.0
53.6260779,-21.0,220.3333
53.73607809999999,-20.66667,219.6667
53.8360782,-20.33333,219.0
53.9360784,-20.33333,219.6667
54.0210785,-20.0,220.3333
54.131078599999995,-20.0,220.3333
54.23107879999999,-19.66667,221.0
54.3310789,-17.66667,220.6667
54.546079799999994,-16.66667,220.6667
54.7460801,-17.0,221.6667
54.93608029999999,-13.666670000000002,223.6667
55.1360806,-11.0,226.6667
55.3310809,-8.0,226.3333
55.561081200000004,-4.3333330000000005,224.6667
55.7310814,2.333333,217.6667
55.9360817,9.0,209.0
56.151081999999995,22.66667,201.3333
56.3310823,32.0,194.6667
56.5310826,40.0,189.6667
56.7510829,51.66667,182.6667
56.9260831,69.66666,182.0
57.1460834,88.33334,178.6667
57.34608370000001,106.6667,175.0
57.531084,125.0,169.0
57.72608420000001,133.3333,155.3333
57.9360845,138.3333,140.6667
58.1510848,141.6667,129.0
58.3410851,156.0,119.0
58.5260853,159.0,106.3333
58.7360856,167.3333,91.0
58.936085899999995,180.0,76.0
59.15108620000001,193.0,62.333330000000004
59.3360865,203.0,50.0
59.5660868,203.3333,32.0
59.75708710000001,201.3333,17.33333
59.9420874,196.0,-0.6666667
60.137087699999995,196.6667,-19.0
60.342087899999996,189.6667,-33.0
60.5320882,183.0,-49.0
60.7370885,178.3333,-66.66666
60.932088799999995,178.3333,-87.0
61.15708910000001,172.3333,-108.6667
61.347089399999994,162.3333,-132.3333
61.55208960000001,150.3333,-146.6667
61.7370899,131.0,-158.3333
61.9570902,122.0,-168.6667
62.1570905,104.6667,-179.3333
62.3370907,86.0,-183.3333
62.537091000000004,67.66666,-191.3333
62.7670913,55.0,-204.6667
62.952091599999996,37.33333,-210.6667
63.1570919,12.0,-210.3333
63.357092200000004,-2.0,-209.3333
63.5320924,-18.0,-206.0
63.7570927,-32.0,-200.0
63.94209300000001,-48.33333,-192.0
64.1620933,-65.66666,-181.0
64.3620936,-82.66666,-169.6667
64.5520938,-106.0,-165.0
64.7570941,-133.6667,-161.3333
64.95209440000001,-152.3333,-151.6667
65.14709470000001,-163.6667,-136.0
65.3320949,-171.0,-117.6667
65.5420952,-172.3333,-98.0
65.7620955,-174.6667,-78.0
65.9520958,-175.3333,-61.0
66.13709610000001,-183.3333,-44.66667
66.3620964,-185.6667,-30.33333
66.5370966,-195.3333,-12.0
66.7370969,-198.0,7.3333330000000005
66.93709720000001,-197.3333,25.66667
67.1370975,-189.6667,40.66667
67.34209770000001,-180.0,56.666669999999996
67.552098,-171.3333,75.0
67.7570983,-164.3333,89.66666
67.95209859999999,-156.0,103.6667
68.14209890000001,-149.6667,120.3333
68.35709920000001,-146.3333,140.3333
68.5320994,-141.0,159.3333
68.7570997,-135.3333,180.6667
68.9321,-124.3333,189.6667
69.1521003,-114.6667,195.0
69.3521006,-104.0,198.3333
69.54210079999999,-89.33334,201.3333
69.7581012,-79.33334,205.3333
69.96310150000001,-69.33334,211.3333
70.1581017,-61.333330000000004,215.6667
70.343102,-56.0,221.0
70.5481023,-42.66667,229.0
70.76810259999999,-33.33333,233.3333
70.94810279999999,-27.0,236.0
71.1381031,-25.0,234.6667
71.35310340000001,-26.0,231.0
71.5631037,-26.66667,230.0
71.773104,-29.66667,229.3333
71.8381041,-29.0,228.0
71.9331042,-28.66667,228.0
72.0431044,-28.66667,228.0
72.1431045,-27.33333,227.6667
72.2431047,-26.66667,227.6667
72.3381048,-25.33333,227.6667
72.43810490000001,-24.66667,227.6667
72.5331051,-24.66667,227.6667
72.6381052,-25.0,227.0
72.7381054,-25.33333,227.0
72.8531055,-25.66667,225.6667
72.9381056,-25.66667,225.6667
73.0481058,-24.33333,225.0
73.1431059,-22.33333,224.3333
73.2381061,-22.33333,223.6667
73.3381062,-23.0,223.0
73.4431063,-22.66667,222.6667
73.5431065,-22.33333,222.6667
73.6531066,-22.33333,222.3333
73.7381068,-22.33333,222.3333
73.8381069,-23.0,221.6667
73.93310699999999,-23.33333,221.0
74.0481072,-24.33333,221.6667
74.1431073,-25.33333,222.0
74.2381075,-25.0,222.0
74.34310759999998,-25.33333,222.0
74.4531078,-24.0,221.6667
74.5381079,-24.0,221.0
74.643108,-23.0,221.6667
74.74310820000001,-23.33333,222.3333
74.8581083,-22.66667,222.6667
74.9431084,-22.33333,223.0
75.03810859999999,-22.0,222.6667
75.14810870000001,-22.0,223.0
75.2331088,-22.0,223.6667
75.338109,-21.33333,223.0
75.43810909999999,-18.0,223.3333
75.5531093,-17.33333,222.3333
75.7431101,-17.0,222.0
75.95811040000001,-16.66667,221.6667
76.1481107,-15.666670000000002,221.6667
76.368111,-10.0,217.3333
76.55811130000001,-3.666667,212.0
76.7431115,7.0,208.6667
76.9481118,25.66667,205.6667
77.14811209999999,46.66667,206.0
77.3631124,68.33334,203.0
77.53811259999999,79.66666,192.0
77.74811290000001,92.0,175.6667
77.9731132,102.6667,163.6667
78.14811350000001,109.3333,146.3333
78.35311379999999,118.0,130.3333
78.56811409999999,132.0,116.3333
78.7781144,151.0,100.3333
78.97311459999999,171.3333,81.0
79.1381149,185.3333,62.0
79.3481152,191.6667,41.0
79.5531155,193.0,20.0
79.74411579999999,202.0,-3.0
79.9691161,200.3333,-24.33333
80.14911629999999,199.6667,-44.33333
80.34411659999999,198.6667,-66.33334
80.55411690000001,195.3333,-85.66666
80.7491172,192.6667,-107.0
80.95411750000001,180.6667,-126.3333
81.14411770000001,164.0,-143.0
81.3891181,145.3333,-154.0
81.5441183,128.6667,-165.3333
81.7691186,113.6667,-177.3333
81.9591189,95.33334,-185.0
82.1441191,74.66666,-191.3333
82.3591194,55.0,-195.6667
82.5641197,29.0,-206.3333
82.77412,9.333333,-203.6667
82.9691203,-11.66667,-196.6667
83.1441205,-33.33333,-191.6667
83.3691209,-57.666669999999996,-182.6667
83.5491211,-77.66666,-172.3333
83.7591214,-97.66666,-159.0
83.9641217,-119.0,-149.3333
84.174122,-147.3333,-140.3333
84.3441222,-159.3333,-124.3333
84.5451231,-173.3333,-107.6667
84.7401234,-181.0,-86.0
84.96012370000001,-185.6667,-66.66666
85.150124,-191.6667,-48.0
85.3751243,-198.6667,-27.66667
85.5601245,-196.3333,-9.0
85.7601248,-201.6667,14.333329999999998
85.97012509999999,-203.0,40.33333
86.1701254,-196.0,64.66666
86.3651257,-183.6667,83.33334
86.55512590000001,-171.3333,98.0
86.74012619999999,-157.6667,112.3333
86.9701265,-145.6667,125.0
87.15512679999999,-136.0,139.6667
87.355127,-132.3333,160.6667
87.5501273,-127.6667,180.3333
87.7501276,-111.0,195.6667
87.96512790000001,-105.3333,207.6667
88.1501282,-86.0,216.6667
88.35012840000002,-71.66666,212.3333
88.5601287,-53.666669999999996,213.3333
88.745129,-40.33333,213.6667
88.9551293,-26.66667,219.0
89.1651296,-20.33333,224.6667
89.38012990000001,-16.33333,227.0
89.44513,-15.0,227.0
89.5551301,-12.66667,228.0
89.6551303,-11.66667,230.0
89.7551304,-9.666667,230.0
89.8501305,-8.666667,229.3333
89.9501307,-7.6666669999999995,229.0
90.0451308,-7.0,227.6667
90.160131,-6.0,226.3333
90.2551311,-6.0,225.0
90.3551312,-6.3333330000000005,224.0
90.4401314,-7.3333330000000005,223.6667
90.5451315,-9.0,222.3333
90.6401316,-10.0,221.0
90.7551318,-11.33333,221.6667
90.8451319,-12.33333,219.6667
90.9651321,-13.0,219.6667
91.0401322,-12.66667,218.0
91.1701324,-13.0,218.0
91.2451325,-13.0,219.0
91.36013270000001,-11.66667,218.0
91.4551328,-11.0,217.3333
91.5551329,-10.33333,216.6667
91.64013299999999,-10.0,218.0
91.75013320000001,-9.666667,217.3333
91.85513329999999,-9.666667,218.0
91.95013349999999,-8.666667,217.3333
92.04513359999999,-8.333333,217.3333
92.1601338,-7.6666669999999995,218.0
92.25013390000001,-7.6666669999999995,218.6667
92.350134,-7.3333330000000005,218.6667
92.44513420000001,-7.0,219.3333
92.5551343,-7.0,218.6667
92.6551345,-6.6666669999999995,219.3333
92.7501346,-6.6666669999999995,219.3333
92.85013470000001,-7.3333330000000005,219.6667
92.95013490000001,-7.6666669999999995,219.3333
93.045135,-8.666667,220.3333
93.15013520000001,-8.666667,220.3333
93.2501353,-8.666667,221.3333
93.3601355,-8.0,221.6667
93.44513559999999,-7.0,221.3333
93.55513570000001,-6.3333330000000005,221.3333
93.6601359,-4.6666669999999995,220.3333
93.750136,-3.666667,221.6667
93.85013609999999,-0.6666667,221.0
94.065137,1.666667,222.0
94.2601373,5.0,222.3333
94.4451375,13.0,221.6667
94.6551378,24.0,219.6667
94.85513809999999,33.0,208.3333
95.06513840000001,48.66667,199.3333
95.2551387,59.0,190.3333
95.48013900000001,70.66666,182.0
95.6701392,83.0,170.6667
95.8501395,102.0,154.6667
96.0651398,128.0,141.6667
96.25514009999999,162.0,128.3333
96.4551403,177.0,124.3333
96.6551406,183.6667,109.3333
96.8601409,191.6667,90.33334
97.0751412,192.6667,69.0
97.2651415,200.0,50.66667
97.4551417,210.0,30.0
97.6751421,215.0,13.333329999999998
97.8551423,219.3333,-1.666667
98.0551426,216.3333,-16.0
98.2651429,210.0,-33.33333
98.45014309999999,196.3333,-52.33333
98.6701434,188.6667,-69.66666
98.8501437,179.6667,-87.66666
99.055144,167.3333,-102.6667
99.2601443,160.3333,-123.3333
99.4501445,150.6667,-144.3333
99.6601448,137.0,-163.6667
99.85014509999999,123.6667,-174.0
100.0751454,107.0,-178.0
100.2651457,85.0,-181.6667
100.490146,62.333330000000004,-181.3333
100.6751463,42.0,-181.6667
100.8651465,23.0,-182.0
101.0851468,2.333333,-184.3333
101.27514709999998,-21.66667,-191.0
101.5001474,-51.66667,-198.0
101.6651476,-72.33334,-191.3333
101.8601479,-98.33334,-184.3333
102.0751482,-116.6667,-174.6667
102.2701485,-133.3333,-161.6667
102.45514870000001,-150.0,-151.6667
102.6801491,-164.6667,-139.3333
102.87014930000001,-172.0,-119.0
103.06014959999999,-185.3333,-93.66666
103.2551499,-206.3333,-78.33334
103.4801502,-207.6667,-59.666669999999996
103.6751505,-209.3333,-33.0
103.8651507,-206.0,-9.333333
104.055151,-204.6667,12.33333
104.28015129999999,-202.3333,34.0
104.46015159999999,-197.0,54.333330000000004
104.68515190000001,-194.0,76.0
104.90015220000001,-189.6667,98.66666
105.0751524,-173.6667,122.0
105.2751527,-151.0,141.3333
105.45515290000002,-126.0,155.6667
105.6801533,-108.3333,168.3333
105.87015349999999,-91.33334,180.0
106.0551538,-77.0,193.3333
106.2751541,-64.66666,213.6667
106.4851544,-49.66667,231.6667
106.67015459999999,-40.0,239.6667
106.85515490000002,-28.33333,237.3333
107.05515520000002,-19.66667,230.6667
107.2751555,-12.66667,227.3333
107.46515579999999,-9.0,226.6667
107.670156,-6.3333330000000005,230.6667
107.86015630000001,-4.0,233.6667
108.07515659999999,-1.666667,237.3333
108.26515690000001,-1.666667,240.6667
108.4501571,-2.333333,241.3333
108.6601574,-2.333333,241.3333
108.87015770000001,-3.0,235.6667
109.06015829999998,-2.333333,233.6667
109.28515859999999,-1.333333,232.0
109.48015890000002,-0.3333333,228.6667
109.6601591,-2.333333,225.0
109.8551594,-4.3333330000000005,223.0
110.0601597,-5.6666669999999995,222.3333
110.28016000000001,-4.6666669999999995,221.6667
110.47516029999998,-3.0,221.6667
110.6851605,0.6666667,222.0
110.76516070000001,0.6666667,222.0
110.8751608,-2.0,220.3333
110.96016090000002,-3.0,220.3333
111.0651611,-1.666667,219.6667
111.1651612,-2.333333,219.6667
111.2601613,-0.3333333,219.6667
111.3651615,-1.333333,219.6667
111.46516159999999,0.0,220.3333
111.5651618,2.333333,221.3333
111.6701619,3.0,222.0
111.76016200000001,4.0,220.6667
111.86016219999999,4.6666669999999995,222.3333
111.95516229999998,5.6666669999999995,222.3333
112.0651625,5.3333330000000005,223.0
112.1701626,7.3333330000000005,222.3333
112.25516270000001,7.3333330000000005,222.3333
112.36016289999999,8.0,223.0
112.460163,10.33333,224.0
112.5701632,11.66667,225.0
112.785164,17.66667,223.3333
112.9851643,21.0,223.0
113.2001646,35.33333,215.0
113.3651649,54.666669999999996,201.3333
113.57516509999998,84.0,195.0
113.78516540000001,104.6667,178.0
113.98516570000001,128.0,172.6667
114.16016599999999,146.0,159.0
114.39016629999999,169.0,136.6667
114.5651665,177.0,112.3333
114.7661669,179.6667,83.33334
114.9661672,182.6667,60.0
115.18616750000001,188.3333,34.0
115.37116770000002,195.0,6.0
115.59616799999999,197.3333,-16.66667
115.7911683,203.6667,-48.33333
115.9661686,198.6667,-72.33334
116.16116880000001,185.6667,-97.66666
116.3961692,175.6667,-123.6667
116.57116940000002,159.3333,-140.0
116.77116969999999,143.6667,-159.6667
116.9611699,130.3333,-176.3333
117.1611702,116.3333,-194.3333
117.3911717,97.33334,-205.0
117.5661719,77.0,-210.6667
117.78617220000001,52.33333,-209.0
117.97117250000001,24.66667,-206.3333
118.1711728,-1.333333,-204.3333
118.39117309999999,-29.66667,-206.3333
118.5961733,-52.33333,-198.3333
118.7961736,-85.0,-203.3333
118.98617390000001,-111.6667,-191.6667
119.1611741,-126.3333,-171.0
119.3911745,-145.3333,-148.3333
119.5711747,-171.0,-124.0
119.781175,-184.3333,-107.0
119.9711753,-197.6667,-85.0
120.17617560000001,-217.0,-62.666669999999996
120.38617590000001,-224.0,-31.66667
120.56617609999999,-227.3333,-13.0
120.7711764,-218.6667,5.0
